name,company,address,country,website,additional_info,page_number
DENTURAL,"Happybrush GmbH
Lindwurmstraße 76
80337 München
Germany","https://dentural.de Third party manufacturer:
DENTAL-Kosmetik GmbH & Co. KG
Katharinenstraße 4
01099 Dresden www.dental-kosmetik.de",Germany,www.happybrush.de,"Happybrush GmbH
Lindwurmstraße 76
80337 München
Germanywww.happybrush.dehttps://dentural.deThird party manufacturer:
DENTAL-Kosmetik GmbH & Co. KG
Katharinenstraße 4
01099 Dresden
Germanywww.dental-kosmetik.de",4
DOLCE MAMMA,"Inalme S.r.l.
Via Cosmo Mollica Alagona 9/11,
Zona Ind.le Catania
95121 Catania (CT) 
Italy",www.inalme.srl,,www.altanatura.com,"Inalme S.r.l.
Via Cosmo Mollica Alagona 9/11,
Zona Ind.le Catania
95121 Catania (CT) 
Italywww.altanatura.comwww.inalme.srl",4
DONO DELLA,"TOIA
1409, 9, MORAENAE-RO 1-GIL
MAPO-GU
SEOUL
REPUBLIC OF KOREA (03938)",,,https://toia.co.kr,"TOIA
1409, 9, MORAENAE-RO 1-GIL
MAPO-GU
SEOUL
REPUBLIC OF KOREA (03938)https://toia.co.kr",4
DRESDNER ESSENZ DRECKSPATZ,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germany","WE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",,www.dresdner-essenz.com,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germanywww.dresdner-essenz.comWE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",4
DRESDNER ESSENZ NATURELL,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germany","WE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",,www.dresdner-essenz.com,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germanywww.dresdner-essenz.comWE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",4
DRESDNER ESSENZ NATURKOSMETIK,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germany","WE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",,www.dresdner-essenz.com,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germanywww.dresdner-essenz.comWE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  

- We develop and revise our products using contemporary prescriptions. 

- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.

- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 

- We apply strict quality standards in the development and production of our products. 

- We reject animal experiments.",4
DRESDNER ESSENZ NEED YOU!,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germany","WE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  
- We develop and revise our products using contemporary prescriptions. 
- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.
- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 
- We apply strict quality standards in the development and production of our products. 
- We reject animal experiments.",,www.dresdner-essenz.com,"Li-iL GmbH Arzneimittel und Arzneibäder
Leipziger Straße 300
01139 Dresden
Germanywww.dresdner-essenz.comWE ARE COMMITTED TO REMAINING TRUE TO OUR PRINCIPLES.  

One shouldn't take such a blinkered attitude to life, but rather a more relaxed view instead. As a company we also promote a relaxed culture. And yet there is one thing we will not compromise on: our principles. We have set them up as a mission statement for everybody in the company. As a daily reminder of what guides us. And as an assurance to our customers for them to always be able to rely on. 100 percent.

OUR PRINCIPLES  

- We use natural essential oils, top-quality basic materials and favour herbal ingredients.  
- We develop and revise our products using contemporary prescriptions. 
- We deliberately forego any potentially damaging substances, such as parabens, formaldehyde releasers and strong allergens.
- We process mild, sugar-based surfactants (tensides) as well as valuable and skin-friendly care ingredients. 
- We apply strict quality standards in the development and production of our products. 
- We reject animal experiments.",4
DR. BRONNER'S,"Dr. Bronner's Magic Soaps
2751 Auto Park Way
92029 Escondido, CA
United States",www.drbronner.co.uk,,www.drbronner.com,"Dr. Bronner's Magic Soaps
2751 Auto Park Way
92029 Escondido, CA
United Stateswww.drbronner.comwww.drbronner.co.uk",4
DR. DÜNNER,"Dr. Dünner AG
Artherstrasse 60
6405 Immensee
Switzerland","Founded in 1948 by Dr. Helene Dünner, our company has now seen four generations being passionate about the beneficial, restorative and fortifying effects of plants and of medicinal herbs.

In the 1970s, we intensified our activities in the area of natural nutritional supplements and herbal medicinal products. Dr.Dünner made a name for itself far beyond the Swiss borders, with innovations such as plant-based capsules and tablets as well as new extracts and substances.

We are a dynamic, independent and family-owned Swiss company, employing highly qualified staff. We maintain partnership-based relations with our plant suppliers, and all our nutritional supplements and medicines are produced to strict pharmaceutical standards. All essential stages of production take place in , including all quality controls.

We sell our high-quality products in over 20 countries. Our products are used for preventative health care and the treatment of symptoms within the bounds of recognised traditional herbal medicine. They are also intended as supplements to a healthy diet.",Switzerland,www.drduenner.com,"Dr. Dünner AG
Artherstrasse 60
6405 Immensee
Switzerlandwww.drduenner.comFounded in 1948 by Dr. Helene Dünner, our company has now seen four generations being passionate about the beneficial, restorative and fortifying effects of plants and of medicinal herbs.

In the 1970s, we intensified our activities in the area of natural nutritional supplements and herbal medicinal products. Dr.Dünner made a name for itself far beyond the Swiss borders, with innovations such as plant-based capsules and tablets as well as new extracts and substances.

We are a dynamic, independent and family-owned Swiss company, employing highly qualified staff. We maintain partnership-based relations with our plant suppliers, and all our nutritional supplements and medicines are produced to strict pharmaceutical standards. All essential stages of production take place in Switzerland, including all quality controls.

We sell our high-quality products in over 20 countries. Our products are used for preventative health care and the treatment of symptoms within the bounds of recognised traditional herbal medicine. They are also intended as supplements to a healthy diet.",4
DR. HAUSCHKA,"Wala Heilmittel GmbH
Dorfstraße 1
73085 Bad Boll-Eckwälden
Germany","‘Nature’s treasures transformed for you’ – this has been WALA Heilmittel GmbH’s guiding principle ever since the company was founded back in 1935. By harnessing the rhythms of polarities such as warmth and cold, light and darkness or movement and rest, the company creates healthcare products based on natural substances that, wherever possible, are obtained from organic sources and under fair conditions. Today, the foundation-owned company exports WALA Medicines, Dr.Hauschka Skin Care and Dr.Hauschka Med products to 40 countries. WALA employs approximately 700 people and generated sales of € 98 million in 2009. www.wala.de http://twitter.com/DrHauschka_GER http://www.facebook.com/drhauschka",,https://www.dr.hauschka.com/,"Wala Heilmittel GmbH
Dorfstraße 1
73085 Bad Boll-Eckwälden
Germanyhttps://www.dr.hauschka.com/‘Nature’s treasures transformed for you’ – this has been WALA Heilmittel GmbH’s guiding principle ever since the company was founded back in 1935. By harnessing the rhythms of polarities such as warmth and cold, light and darkness or movement and rest, the company creates healthcare products based on natural substances that, wherever possible, are obtained from organic sources and under fair conditions. Today, the foundation-owned company exports WALA Medicines, Dr.Hauschka Skin Care and Dr.Hauschka Med products to 40 countries. WALA employs approximately 700 people and generated sales of € 98 million in 2009.www.wala.dehttp://twitter.com/DrHauschka_GERhttp://www.facebook.com/drhauschka",4
DR. HEILBRONNER,"DR. HEILBRONNER GMBH 
Mühlstraße 50
90547 Stein
Germany",,,https://www.dr-heilbronner.de,"DR. HEILBRONNER GMBH 
Mühlstraße 50
90547 Stein
Germanyhttps://www.dr-heilbronner.de",4
DR. SCHELLER,"Dr. Scheller natural & effective GmbH
Im Rosengarten 7
76532 Baden-Baden
Germany","Dr. Scheller is a pioneer in natural cosmetics since 35 years. The mission: Prepare skin for the daily requirements of modern life. They combine nature and effect in a unique way and develop innovative natural cosmetic products for demanding clients who know what is good for their skin. By means of purely natural ingredients, such as valuable oils and high-quality plant-based extracts from all over the world, they manufacture efficient and certified natural cosmetics for your daily skincare routine.",,https://www.dr-scheller.com,"Dr. Scheller natural & effective GmbH
Im Rosengarten 7
76532 Baden-Baden
Germanyhttps://www.dr-scheller.comDr. Scheller is a pioneer in natural cosmetics since 35 years. The mission: Prepare skin for the daily requirements of modern life. They combine nature and effect in a unique way and develop innovative natural cosmetic products for demanding clients who know what is good for their skin. By means of purely natural ingredients, such as valuable oils and high-quality plant-based extracts from all over the world, they manufacture efficient and certified natural cosmetics for your daily skincare routine.",4
DR. SCHELLER NATURAL & EFFECTIVE,"Dr. Scheller natural & effective GmbH
Im Rosengarten 7
76532 Baden-Baden
Germany","Dr. Scheller is a pioneer in natural cosmetics since 35 years. The mission: Prepare skin for the daily requirements of modern life. They combine nature and effect in a unique way and develop innovative natural cosmetic products for demanding clients who know what is good for their skin. By means of purely natural ingredients, such as valuable oils and high-quality plant-based extracts from all over the world, they manufacture efficient and certified natural cosmetics for your daily skincare routine. 

As a unique natural cosmetic brand Dr. Scheller uses PhytoSolve® formulas in all facial skincare products. PhytoSolve®* are transparent emulsions of soy lecithin, extracted from natural plants. These micro capsules create a natural transportation system. They transport highly effective, natural extracts into the skin, to allow them to work specifically where they are needed. The small sized droplets ensure an excellent distribution and good penetration properties. Therefore increasing the concentration of ingredients in the skin. The special PhytoSolve® technology allows plant based ingredients to be used more effectively and better targeted in the natural skincare products. 

Since 2011, Dr. Scheller has been part of the brand portfolio owned by the BCG Baden-Baden Cosmetics Group GmbH, one of the leading independent cosmetic companies in . For more than six decades, the company has successfully developed and produced highly effective and skin-compatible cosmetics using predominantly natural ingredients for both the German and international markets.",Germany,https://drschellerusa.com,"Dr. Scheller natural & effective GmbH
Im Rosengarten 7
76532 Baden-Baden
Germanyhttps://drschellerusa.comDr. Scheller is a pioneer in natural cosmetics since 35 years. The mission: Prepare skin for the daily requirements of modern life. They combine nature and effect in a unique way and develop innovative natural cosmetic products for demanding clients who know what is good for their skin. By means of purely natural ingredients, such as valuable oils and high-quality plant-based extracts from all over the world, they manufacture efficient and certified natural cosmetics for your daily skincare routine. 

As a unique natural cosmetic brand Dr. Scheller uses PhytoSolve® formulas in all facial skincare products. PhytoSolve®* are transparent emulsions of soy lecithin, extracted from natural plants. These micro capsules create a natural transportation system. They transport highly effective, natural extracts into the skin, to allow them to work specifically where they are needed. The small sized droplets ensure an excellent distribution and good penetration properties. Therefore increasing the concentration of ingredients in the skin. The special PhytoSolve® technology allows plant based ingredients to be used more effectively and better targeted in the natural skincare products. 

Since 2011, Dr. Scheller has been part of the brand portfolio owned by the BCG Baden-Baden Cosmetics Group GmbH, one of the leading independent cosmetic companies in Germany. For more than six decades, the company has successfully developed and produced highly effective and skin-compatible cosmetics using predominantly natural ingredients for both the German and international markets.",4
DR. SWAAB,"Remark B.V.
Industrieweg 24
7949 AK Rogat
Netherlands",www.remarkgroep.nl,,www.drejswaab.nl,"Remark B.V.
Industrieweg 24
7949 AK Rogat
Netherlandswww.drejswaab.nlwww.remarkgroep.nl",4
EARTHS KITCHEN,"EK Sunscreen 
98A Corlett Road
Tauhoa
Wellsford 0973
Auckland
New Zealand",,,https://eksunscreen.com,"EK Sunscreen 
98A Corlett Road
Tauhoa
Wellsford 0973
Auckland
New Zealandhttps://eksunscreen.com",5
ECHT. BY TERRA NATURI,"Müller Handels GmbH & Co. KG
Albstraße 92
89081 Ulm-Jungingen
Germany","Third party manufacturer:
Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN www.femia.de",Germany,https://www.mueller.de/naturshop/marken/echt-by-terra-naturi,"Müller Handels GmbH & Co. KG
Albstraße 92
89081 Ulm-Jungingen
Germanyhttps://www.mueller.de/naturshop/marken/echt-by-terra-naturiThird party manufacturer:
Femia Cosmetic Vertriebsgesellschaft mbH
Gut Weide 1
52078 AACHEN
Germanywww.femia.de",5
ELIXATOR,"WOLF Aqua Manufaktur GmbH
Martinstraße 2
83329 Waging am See
Germany",https://www.wolf-aqua-manufaktur.de/html/duschoele.html,,https://www.wolf-aqua-manufaktur.de/shop/de/8-hautpflege-und-oele,"WOLF Aqua Manufaktur GmbH
Martinstraße 2
83329 Waging am See
Germanyhttps://www.wolf-aqua-manufaktur.de/shop/de/8-hautpflege-und-oelehttps://www.wolf-aqua-manufaktur.de/html/duschoele.html",5
ENOLEA,"BEAUTY UP S.r.l
Via Giacomo Leopardi, 13
20065 Inzago (MI)
Italy","http://www.beautyup.it Third party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) https://www.galacosmetici.com",Italy,https://www.enolea.it,"BEAUTY UP S.r.l
Via Giacomo Leopardi, 13
20065 Inzago (MI)
Italyhttps://www.enolea.ithttp://www.beautyup.itThird party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) 
Italyhttps://www.galacosmetici.com",5
EQUONA,"Natur Forum Kosmetik GmbH
Walderseestraße 12
30177 Hannover
Germany

Third party manufacturer

Szaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau
Germany",,,www.szaidel-cosmetics.de,"Natur Forum Kosmetik GmbH
Walderseestraße 12
30177 Hannover
Germany

Third party manufacturer

Szaidel cosmetic GmbH
 Fabrikstraße 9
66892 Bruchmühlbach-Miesau
Germanywww.szaidel-cosmetics.de",5
ESSABÓ,"Jabones Beltrán, since 1921
Beltrán Hermanos S.L.
Pol. Industrial Ramonet S.N. 
12550 Almazora (Castellón)
Spain",www.essabo.com,,www.jabonesbeltran.com,"Jabones Beltrán, since 1921
Beltrán Hermanos S.L.
Pol. Industrial Ramonet S.N. 
12550 Almazora (Castellón)
Spainwww.jabonesbeltran.comwww.essabo.com",5
ETHOSA,"Ethosa Ltd
86-90 Paul Street
London EC2A 4NE
United Kingdom","Third party manufacturer:
ideapro gmbh
Binnenhafenstraße 7
68159 Mannheim www.ideapro.de",Germany,https://ethosa.co.uk,"Ethosa Ltd
86-90 Paul Street
London EC2A 4NE
United Kingdomhttps://ethosa.co.ukThird party manufacturer:
ideapro gmbh
Binnenhafenstraße 7
68159 Mannheim
Germanywww.ideapro.de",5
ETOS,"Etos B.V.
Provincialeweg 11
1506 MA Zaandam
Netherlands","Third party manufacturer
Femia Cosmetic Vertriebsgesellschaft GmbH
Gut Weide 1
52078 AACHEN www.femia.de",Germany,www.etos.nl,"Etos B.V.
Provincialeweg 11
1506 MA Zaandam
Netherlandswww.etos.nlThird party manufacturer
Femia Cosmetic Vertriebsgesellschaft GmbH
Gut Weide 1
52078 AACHEN
Germanywww.femia.de",5
FABIOLA,"Fabiola Organic Care
C. Malaga, 20
29329 Navahermosa, Málaga
Spain","Third party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) www.galacosmetici.com",Italy,www.fabiolacosmeticos.com,"Fabiola Organic Care
C. Malaga, 20
29329 Navahermosa, Málaga
Spainwww.fabiolacosmeticos.comThird party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) 
Italywww.galacosmetici.com",5
FAIR SQUARED,"Fair Squared GmbH
Limburger Str. 4
50672 Köln
Germany",,,https://www.fairsquared.info/,"Fair Squared GmbH
Limburger Str. 4
50672 Köln
Germanyhttps://www.fairsquared.info/",5
FARFALLA,"Farfalla Essentials AG
Florastr. 18b
8610 USTER
Switzerland","The natural and organic cosmetics of farfalla are soft as a butterfly's kiss (farfalla = Italian for butterfly). For more than 25 years, farfalla has been producing natural cosmetics on the basis of essential oils according to their extensive knowledge of aromatherapy. It is farfalla's philosophy to act ecologically, humanely and consequently. 

Farfalla's vision was inspired by the vision of four school friends. We dreamt of integrating our fascination for natural plant perfumes in our daily work and inspiring others about their powers. Even in our most audacious plans we did not realize that these dreams would become a reality. 

In 1985, we opened 's first natural perfume shop in Zurich. Over the years, we have become an important supplier of organic products of the highest quality: pure natural essential oils and certified natural cosmetics. Since the very beginning, enthusiasm and joy were our motivation, today we continue to communicate this joy through our products. 

The farfalla team has grown and become international. Each day, the farfalla team meets the challenge of being a ""dream team"" as opposed to a ""team who dreams"".",Switzerland,www.farfalla.eu,"Farfalla Essentials AG
Florastr. 18b
8610 USTER
Switzerlandwww.farfalla.euThe natural and organic cosmetics of farfalla are soft as a butterfly's kiss (farfalla = Italian for butterfly). For more than 25 years, farfalla has been producing natural cosmetics on the basis of essential oils according to their extensive knowledge of aromatherapy. It is farfalla's philosophy to act ecologically, humanely and consequently. 

Farfalla's vision was inspired by the vision of four school friends. We dreamt of integrating our fascination for natural plant perfumes in our daily work and inspiring others about their powers. Even in our most audacious plans we did not realize that these dreams would become a reality. 

In 1985, we opened Switzerland's first natural perfume shop in Zurich. Over the years, we have become an important supplier of organic products of the highest quality: pure natural essential oils and certified natural cosmetics. Since the very beginning, enthusiasm and joy were our motivation, today we continue to communicate this joy through our products. 

The farfalla team has grown and become international. Each day, the farfalla team meets the challenge of being a ""dream team"" as opposed to a ""team who dreams"".",5
FARMADERBE,"FARMADERBE srl
Via Cussignacco, 78/1
33040 Pradamano (UD) 
Italy","Third party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) www.galacosmetici.com",Italy,www.farmaderbe.it,"FARMADERBE srl
Via Cussignacco, 78/1
33040 Pradamano (UD) 
Italywww.farmaderbe.itThird party manufacturer:
Gala srl
via A.Cicognani 11/N
47121 Forlì (FC) 
Italywww.galacosmetici.com",5
FITNE HEALTH CARE,"FITNE Health Care GmbH
Bühler Str. 32
66130 Saarbrücken
Germany",,,https://www.fitne.de,"FITNE Health Care GmbH
Bühler Str. 32
66130 Saarbrücken
Germanyhttps://www.fitne.de",5
FRISEUR FREUNDE,"Friseursalon FREUNDE
Friedberger Landstraße 90 
60316 Frankfurt am Main",,,https://friseursalon-freunde.de,"Friseursalon FREUNDE
Friedberger Landstraße 90 
60316 Frankfurt am Mainhttps://friseursalon-freunde.de",5
GAEA,"KREPHA GmbH & Co.KG
Schoenauerstr.32
69239 Neckarsteinach
Germany",,,https://www.gaea-kosmetik.de/,"KREPHA GmbH & Co.KG
Schoenauerstr.32
69239 Neckarsteinach
Germanyhttps://www.gaea-kosmetik.de/",5
GINUHT'S NATURKOSMETIK,"Dr. Evers GINUHT GmbH
Hattenbühl 8
70469 Stuttgart
Germany",,,https://ginuhts-naturkosmetik.de,"Dr. Evers GINUHT GmbH
Hattenbühl 8
70469 Stuttgart
Germanyhttps://ginuhts-naturkosmetik.de",5
GOODBYE,"Essential Touch NZ Ltd
PO Box 941
0245 Kerikeri Northland
New Zealand","Essential Touch NZ Ltd t/a GOODBYE is a modern business. 

Our business wants to make a difference in the world. It does this through the quality of the products it offers as well as partnering with 1% for the Planet to donate funds to Oceanswatch.org. 

All Goodbye products are Natural and many of the ingredients are certified Organic. All Goodbye Products are certified Natural by NATRUE. We believe that wellness is enhanced by time spent outdoors. All our products are designed to reflect that.",,https://www.goodbye.co.nz,"Essential Touch NZ Ltd
PO Box 941
0245 Kerikeri Northland
New Zealandhttps://www.goodbye.co.nzEssential Touch NZ Ltd t/a GOODBYE is a modern business. 

Our business wants to make a difference in the world. It does this through the quality of the products it offers as well as partnering with 1% for the Planet to donate funds to Oceanswatch.org. 

All Goodbye products are Natural and many of the ingredients are certified Organic. All Goodbye Products are certified Natural by NATRUE. We believe that wellness is enhanced by time spent outdoors. All our products are designed to reflect that.",5
GREEN IDEA TOPVET PREMIUM,"Green Idea s.r.o. 
Vodova 1367/40
612 00 Brno
Czech Republic",,,www.topvet.cz,"Green Idea s.r.o. 
Vodova 1367/40
612 00 Brno
Czech Republicwww.topvet.cz",5
GREEN TEAM,"Dr. B. Scheffler Nachfolger GmbH & Co. KG 
Senefelderstraße 44
51469 Bergisch Gladbach
Germany",https://www.greenteam-naturkosmetik.de,,https://www.dr-scheffler.com/en,"Dr. B. Scheffler Nachfolger GmbH & Co. KG 
Senefelderstraße 44
51469 Bergisch Gladbach
Germanyhttps://www.dr-scheffler.com/enhttps://www.greenteam-naturkosmetik.de",5
ÊTRE BELLE,"être belle Cosmetics
Nussbäumle 8
74223 Flein
Germany","être belle cosmetics is a medium-sized company in , in Flein, near Stuttgart. We exist for already 36 years, founded by Harry Emich and still led by him. être belle is well-known for professionals and cosmetics that work. So does also our new naturel line. Natural ingredients which are even study-proofed fulfil our assortment to help people with serious skin issues and illnesses.",Germany,https://www.etre-belle.co,"être belle Cosmetics
Nussbäumle 8
74223 Flein
Germanyhttps://www.etre-belle.coêtre belle cosmetics is a medium-sized company in Germany, in Flein, near Stuttgart. We exist for already 36 years, founded by Harry Emich and still led by him. être belle is well-known for professionals and cosmetics that work. So does also our new naturel line. Natural ingredients which are even study-proofed fulfil our assortment to help people with serious skin issues and illnesses.",5
GREENETIQ DENMARK,"GreenEtiq Denmark
Søvej 8A
Hornbæk
3100
Denmark","The three most important elements behind the brand GreenEtiq:

1.	My passion for good business cases & the cosmetic industry, which to me is a constant quest or High Quality for a reasonable money. With my insight into and experience with the cosmetics world, I want to make it possible, to offer an ecological & natural based assortment, of the highest quality, for reasonable money. A brand where the ethics are high, an honest brand where you can rely on claims and markting. 

2.	 ”If you can not stand eating it, then it won´t be healthy for your skin”. The increased awareness of living healthy, - not  feeding your body, either on the outside or the inside, which is not good for it. 

3.	Taking care of our environment, so that our dearest owner, the descendants of all of us, have an equally beautiful, green  and wonderful world, in the future, as we have today. Personally, I Iove to move around in the nature, whether it is summer or winter, I have daily walking or cycling trips with the family and/or with our dear dog, or on horseback. 

Hoping very much, that you will enjoy GreenEtiq , feel the nature and the effective effect, just as much as I do myself.

The Best Greetings 

Tine Ejlersen Liebeck",Denmark,www.green-etiq.dk,"GreenEtiq Denmark
Søvej 8A
Hornbæk
3100
Denmarkwww.green-etiq.dkThe three most important elements behind the brand GreenEtiq:

1.	My passion for good business cases & the cosmetic industry, which to me is a constant quest or High Quality for a reasonable money. With my insight into and experience with the cosmetics world, I want to make it possible, to offer an ecological & natural based assortment, of the highest quality, for reasonable money. A brand where the ethics are high, an honest brand where you can rely on claims and markting. 

2.	 ”If you can not stand eating it, then it won´t be healthy for your skin”. The increased awareness of living healthy, - not  feeding your body, either on the outside or the inside, which is not good for it. 

3.	Taking care of our environment, so that our dearest owner, the descendants of all of us, have an equally beautiful, green  and wonderful world, in the future, as we have today. Personally, I Iove to move around in the nature, whether it is summer or winter, I have daily walking or cycling trips with the family and/or with our dear dog, or on horseback. 

Hoping very much, that you will enjoy GreenEtiq Denmark, feel the nature and the effective effect, just as much as I do myself.

The Best Greetings 

Tine Ejlersen Liebeck",6
GRÜNE ERDE,"Grüne Erde GmbH
Hauptstr. 9
4644 Scharnstein
Austria",,,https://www.grueneerde.com,"Grüne Erde GmbH
Hauptstr. 9
4644 Scharnstein
Austriahttps://www.grueneerde.com",6
HAPPY EARTH,"Orange-Perfomance BV
Schuttersweg 8
1217 PZ Hilversum
The Netherlands","Happy Earth offers cheerfulness and optimism with the best products for you and the earth. At Happy Earth we only use 100% natural ingredients. The products are vegan, microplastic-free and completely free of chemicals. That will make your skin extra happy! In addition, the packaging is as sustainable as possible: completely zero waste, plastic-free, tubes made from sugar cane or 100% recycled plastic. And don't forget: we produce in the  with green energy. Happy Earth, happy you!",Netherlands,www.happyearthcare.com,"Orange-Perfomance BV
Schuttersweg 8
1217 PZ Hilversum
The Netherlandswww.happyearthcare.comHappy Earth offers cheerfulness and optimism with the best products for you and the earth. At Happy Earth we only use 100% natural ingredients. The products are vegan, microplastic-free and completely free of chemicals. That will make your skin extra happy! In addition, the packaging is as sustainable as possible: completely zero waste, plastic-free, tubes made from sugar cane or 100% recycled plastic. And don't forget: we produce in the Netherlands with green energy. Happy Earth, happy you!",6
